Census Tract , CES 3.0 Score,CES 3.0 Percentile," CES 3.0 
Percentile Range",Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6037403318,36.63,71.11,70-75%,6243,Los Angeles,34.6,25.3,11.6,0.2,25.2,3.2
6059075515,36.62,71.09,70-75%,15295,Orange ,37.9,25.1,2.2,0.2,31.4,3.2
6025012002,36.62,71.08,70-75%,9678,Imperial ,95,2.1,0.2,0.1,2.4,0.4
6059074005,36.62,71.07,70-75%,7432,Orange ,74.8,8.9,0.8,0.2,14,1.2
6013355200,36.61,71.06,70-75%,7444,Contra Costa,23.5,19.3,10.9,0.2,41.2,4.9
6065030800,36.6,71.04,70-75%,6973,Riverside ,41.5,47.5,5.4,0.4,3.1,2.2
6001436200,36.58,71.03,70-75%,3827,Alameda ,54,16.7,15.5,0.4,10.1,3.2
6037406902,36.58,71.02,70-75%,3149,Los Angeles,76.6,7.2,2.6,0.2,12.5,0.9
6053001801,36.58,71.01,70-75%,3957,Monterey ,60.9,20.2,2.4,0.3,12.9,3.3
6067007504,36.57,70.99,70-75%,2054,Sacramento ,15.3,67.9,7.4,0.4,5,4
6001406202,36.57,70.98,70-75%,4718,Alameda ,65.5,5.6,11.9,1,14.4,1.6
6059099801,36.57,70.97,70-75%,5816,Orange ,34.9,20.7,1.1,0.2,41.4,1.7
6037482503,36.57,70.95,70-75%,4357,Los Angeles,33.9,1.5,0,0,63.2,1.3
6007002800,36.57,70.94,70-75%,4275,Butte ,13.4,70.7,2.6,3.1,4.3,5.9
6071002601,36.56,70.93,70-75%,10799,San Bernardino,70.2,14.2,6.7,0.2,7.3,1.3
6077003310,36.56,70.92,70-75%,4191,San Joaquin,36.2,23.3,16.2,0.5,20.2,3.5
6037134002,36.56,70.9,70-75%,3372,Los Angeles,61,18.2,3.1,0.3,15.3,2.1
6037602402,36.55,70.89,70-75%,6769,Los Angeles,58.5,19.6,10.1,0.2,9,2.5
6107002303,36.55,70.88,70-75%,6447,Tulare ,29.7,63.6,1.9,0.4,2.1,2.2
6099000501,36.54,70.87,70-75%,7165,Stanislaus ,30,56.6,2.7,0.6,7.1,3
6037576904,36.52,70.85,70-75%,3288,Los Angeles,39.4,29.5,15.2,0.4,12.3,3.3
6053001700,36.52,70.84,70-75%,3780,Monterey ,64.3,24.8,3,0.2,4.9,2.9
6037481002,36.52,70.83,70-75%,5447,Los Angeles,33,8.8,1.7,0.1,55,1.4
6059001903,36.5,70.82,70-75%,3418,Orange ,50.9,30,1.6,0.4,15,2.1
6037128101,36.49,70.8,70-75%,3738,Los Angeles,47.5,42,3.2,0,4.9,2.4
6067006003,36.49,70.79,70-75%,4461,Sacramento ,19.4,64.4,6.3,0.7,5,4.2
6059086803,36.48,70.78,70-75%,7478,Orange ,33.2,30,5.5,0.2,28.1,2.9
6037127712,36.48,70.77,70-75%,2991,Los Angeles,59.7,24.6,6.1,0.2,7.7,1.7
6037104105,36.48,70.75,70-75%,5412,Los Angeles,82.6,4.1,6.4,0.1,5.7,1.1
6059001103,36.47,70.74,70-75%,4489,Orange ,61.3,30.6,1.3,0.3,5,1.4
6107003802,36.45,70.73,70-75%,4123,Tulare ,66.3,29,0.7,0.9,1.8,1.2
6025010800,36.44,70.72,70-75%,1368,Imperial ,52.6,45.4,0.2,0.2,0.6,1
6107001902,36.43,70.7,70-75%,4016,Tulare ,33,59.4,1.2,0.7,3.9,1.8
6065040603,36.43,70.69,70-75%,2376,Riverside ,72.5,25,0.4,0.4,1,0.7
6037543603,36.42,70.68,70-75%,3690,Los Angeles,17.9,29.5,28.1,0.3,20.4,3.9
6037211703,36.41,70.66,70-75%,4750,Los Angeles,38.6,8,5,0.1,46.3,2
6037183220,36.41,70.65,70-75%,4114,Los Angeles,74.7,8.7,1.4,0.2,13.9,1.2
6001432600,36.4,70.64,70-75%,6842,Alameda ,30.2,26.1,19.5,0.5,20.5,3.3
6077003404,36.4,70.63,70-75%,5842,San Joaquin,32.9,16.4,10.7,0.4,37.1,2.5
6029006007,36.4,70.61,70-75%,5474,Kern ,16.1,77.3,1.2,0.9,1.7,2.7
6065046800,36.39,70.6,70-75%,6365,Riverside ,58.9,16.7,15.7,0.4,5.7,2.6
6037503103,36.39,70.59,70-75%,5004,Los Angeles,85.1,9.7,1,0.2,3.5,0.6
6071003603,36.38,70.58,70-75%,4141,San Bernardino,72.9,11.5,11.6,0.3,2.6,1.2
6019006000,36.38,70.56,70-75%,8895,Fresno ,69.3,25,0.7,0.5,3.2,1.3
6107003602,36.38,70.55,70-75%,7114,Tulare ,57.2,34,0.4,0.7,6.3,1.4
6067005506,36.37,70.54,70-75%,3066,Sacramento ,31.5,36.2,16.8,0.8,8.4,6.3
6037550901,36.36,70.53,70-75%,3762,Los Angeles,73,19,2.6,0.1,4.2,1
6111004400,36.35,70.51,70-75%,7251,Ventura ,52.8,33,4.6,0.4,6.1,3.2
6073010005,36.34,70.5,70-75%,7366,San Diego,92.1,2.6,1,0,3.6,0.7
6037123520,36.33,70.49,70-75%,2567,Los Angeles,51.7,38.1,2.6,0.2,4.8,2.6
6059076208,36.32,70.48,70-75%,4999,Orange ,29,57.6,1.7,0.4,9.1,2.2
6029000506,36.31,70.46,70-75%,2795,Kern ,24.1,57.1,5.1,1,9.7,3
6071010012,36.31,70.45,70-75%,4877,San Bernardino,43.9,47.7,3.9,0.4,1.6,2.5
6037218220,36.31,70.44,70-75%,4358,Los Angeles,52.1,6.8,33.3,0.1,4.7,2.9
6065031100,36.29,70.43,70-75%,4584,Riverside ,35.4,52.6,6.9,0.7,1.7,2.6
6065043505,36.28,70.41,70-75%,2911,Riverside ,23.7,65.9,5.8,0.6,1.6,2.4
6065043504,36.26,70.4,70-75%,7743,Riverside ,33.7,52.8,5.6,0.6,4.4,2.9
6037119202,36.24,70.39,70-75%,4707,Los Angeles,89,5,1.5,0.1,3.8,0.7
6019003810,36.22,70.37,70-75%,5256,Fresno ,46.4,24,11.3,1,15.3,2
6037554201,36.22,70.36,70-75%,4108,Los Angeles,53.4,21.1,9.8,0.3,13.3,2.1
6037482800,36.21,70.35,70-75%,4074,Los Angeles,48.8,8.4,0.2,0,40.6,2
6037117510,36.2,70.34,70-75%,4028,Los Angeles,83.4,4.4,3.5,0,7.8,0.9
6037408402,36.2,70.32,70-75%,5799,Los Angeles,55.5,21.8,1.1,0.1,20.1,1.5
6037481202,36.2,70.31,70-75%,6608,Los Angeles,37,9.2,1.1,0.3,50.9,1.5
6065042206,36.18,70.3,70-75%,5620,Riverside ,24.8,45.7,12,0.4,13.3,3.8
6107000800,36.18,70.29,70-75%,7416,Tulare ,67.5,29.9,0.2,0.8,0.6,0.9
6071002103,36.18,70.27,70-75%,4646,San Bernardino,45.2,32.2,12.1,0.3,6.2,4
6067006701,36.17,70.26,70-75%,8370,Sacramento ,38.1,23,15.9,0.4,18.5,4.1
6069000300,36.15,70.25,70-75%,4217,San Benito,87.1,9.9,0.3,0.5,1.6,0.6
6037275603,36.14,70.24,70-75%,2711,Los Angeles,34.9,34.9,3.8,0.3,22.2,4
6065040809,36.14,70.22,70-75%,3353,Riverside ,43.8,34.3,6.5,0.3,13,2.1
6001423200,36.09,70.21,70-75%,2794,Alameda ,31.7,32,22.2,0.1,8.9,5.1
6019007801,36.09,70.2,70-75%,2722,Fresno ,96.7,2.1,0,0.1,0.9,0.1
6057000501,36.09,70.19,70-75%,6034,Nevada ,9.2,85.4,0.2,1.1,1.2,2.8
6071002037,36.08,70.17,70-75%,7739,San Bernardino,42.7,22.9,15.9,0.3,15.3,2.9
6065045609,36.08,70.16,70-75%,5880,Riverside ,93.2,5.4,0.1,0.4,0.4,0.5
6037207101,36.08,70.15,70-75%,3047,Los Angeles,11.8,11,4.9,0.1,69.8,2.5
6037402705,36.08,70.13,70-75%,3328,Los Angeles,74.1,12.9,6.2,0.1,5.2,1.5
6071003405,36.07,70.12,70-75%,5109,San Bernardino,70.6,9.3,16.5,0.2,1.6,1.7
6097153002,36.07,70.11,70-75%,6827,Sonoma ,53.2,38.6,2.1,0.9,2.7,2.5
6019004100,36.06,70.1,70-75%,3306,Fresno ,60,26.7,0.2,0.5,11.7,0.9
6001436900,36.05,70.08,70-75%,6724,Alameda ,62.5,13,7.5,0.2,14.5,2.3
6037104124,36.04,70.07,70-75%,4175,Los Angeles,50.8,28.1,13.6,0.4,5.6,1.5
6037201301,36.03,70.06,70-75%,3442,Los Angeles,79.8,5.1,1.9,0.3,11.9,0.9
6037502801,36.03,70.05,70-75%,6186,Los Angeles,75.7,17.6,0.9,0.3,4.3,1.2
6053010504,36.03,70.03,70-75%,4732,Monterey ,71.4,16.4,2.4,0.3,7.2,2.2
6037128910,36.01,70.02,70-75%,4083,Los Angeles,14.2,65.3,7,0,8,5.4
6037401704,36,70.01,70-75%,5828,Los Angeles,58.2,20.9,9.9,0.3,8.3,2.4
6071010026,35.99,70,65-70%,10495,San Bernardino,40.8,34.8,16.1,0.4,4.8,3.2
6037551202,35.99,69.98,65-70%,7666,Los Angeles,73.2,15.6,3.7,0.1,6.3,1.1
6099000506,35.99,69.97,65-70%,4295,Stanislaus ,28.5,58.2,4.6,0.6,4.5,3.6
6037113401,35.99,69.96,65-70%,5543,Los Angeles,40.3,36.1,3.6,0.1,17.2,2.7
6047002301,35.98,69.95,65-70%,6680,Merced ,45.7,43.6,3.2,0.4,4.7,2.4
6037401603,35.96,69.93,65-70%,2913,Los Angeles,26.5,65.8,1.5,0.1,4.1,1.9
6107002204,35.94,69.92,65-70%,6126,Tulare ,67.9,24.4,3.8,0.5,1.7,1.8
6037535802,35.93,69.91,65-70%,6814,Los Angeles,96.2,2.5,0.5,0.3,0.2,0.2
6037408211,35.93,69.9,65-70%,5947,Los Angeles,34.1,7.7,1.2,0.1,55.6,1.3
6037603301,35.92,69.88,65-70%,3828,Los Angeles,25.9,9,6.6,0.1,54.7,3.8
6037555103,35.9,69.87,65-70%,4727,Los Angeles,29.4,23.4,14.6,0.1,29,3.5
6037552001,35.89,69.86,65-70%,4105,Los Angeles,73.3,12.1,2.9,0.4,10.2,1.1
6115040500,35.89,69.84,65-70%,4111,Yuba ,38.4,46.1,2.1,2.6,5.3,5.6
6037480902,35.87,69.83,65-70%,4218,Los Angeles,37,4.4,1,0.2,56.2,1.2
6065043309,35.87,69.82,65-70%,2890,Riverside ,44.3,44.6,7.2,0.5,1.3,2.1
6001400700,35.87,69.81,65-70%,4206,Alameda ,10.4,29.5,49.2,0.3,6.3,4.3
6037430002,35.87,69.79,65-70%,7021,Los Angeles,41.1,28.6,8.5,0.2,19.3,2.3
6071007302,35.87,69.78,65-70%,10039,San Bernardino,16.3,43.9,5.7,0.2,30.1,3.7
6095251500,35.86,69.77,65-70%,3555,Solano ,40.1,24,21.9,0.5,8.5,5
6075026403,35.84,69.76,65-70%,4140,San Francisco,16.2,6.5,4.7,0.2,70.8,1.6
6031000403,35.83,69.74,65-70%,5281,Kings ,37.2,42.6,6.4,0.7,8.7,4.4
6019004215,35.81,69.73,65-70%,4475,Fresno ,35.3,40,7,0.4,14.3,3
6067005505,35.81,69.72,65-70%,4550,Sacramento ,33.7,41.1,13,0.6,6.6,4.9
6073015801,35.78,69.71,65-70%,3550,San Diego,37.4,41.6,11.4,0.8,2.8,5.9
6059074701,35.77,69.69,65-70%,8346,Orange ,94.4,1.7,0.7,0.2,2.8,0.3
6037900102,35.73,69.68,65-70%,1029,Los Angeles,52.1,37.9,5.2,0.5,1.7,2.6
6071008100,35.71,69.67,65-70%,3182,San Bernardino,30.7,49.5,7.5,0.8,8,3.5
6037406411,35.7,69.66,65-70%,2126,Los Angeles,66.5,15,2.5,0.3,14.5,1.2
6037555002,35.69,69.64,65-70%,3475,Los Angeles,42.3,26.3,10.6,0.5,16.7,3.6
6001433300,35.69,69.63,65-70%,6834,Alameda ,25,27.3,3.7,0.3,40,3.7
6065051200,35.68,69.62,65-70%,3403,Riverside ,33.6,55.5,1.5,0.4,6.3,2.6
6037404501,35.68,69.61,65-70%,2355,Los Angeles,82.1,11.3,1,0.4,4.3,1
6081600200,35.67,69.59,65-70%,4154,San Mateo,30.4,5.2,5.8,0,55.5,3.1
6037530202,35.66,69.58,65-70%,4063,Los Angeles,87.8,5.9,0.3,0.2,5.2,0.5
6037534700,35.65,69.57,65-70%,4283,Los Angeles,97,2,0,0,0.8,0.1
6059074106,35.65,69.55,65-70%,6015,Orange ,62.9,20.8,2.2,0.2,11.7,2.1
6037571600,35.65,69.54,65-70%,2039,Los Angeles,37.4,4.5,52.5,0.1,2.8,2.7
6065042730,35.65,69.53,65-70%,5338,Riverside ,63.9,30.5,2.2,0.3,1.7,1.5
6067006600,35.63,69.52,65-70%,6166,Sacramento ,32,30,15.8,1.2,15.7,5.3
6037139401,35.62,69.5,65-70%,2645,Los Angeles,22,60,4.9,0.5,7.2,5.5
6037554900,35.61,69.49,65-70%,6991,Los Angeles,26.6,24.2,3.5,0.3,42.9,2.5
6111005002,35.59,69.48,65-70%,3003,Ventura ,89.9,8.7,0.2,0.3,0.5,0.4
6037139301,35.58,69.47,65-70%,4462,Los Angeles,9.5,76.1,3.6,0.1,6.9,3.7
6037431200,35.57,69.45,65-70%,6439,Los Angeles,73.7,10.6,7.8,0.1,6.5,1.3
6037603600,35.56,69.44,65-70%,4037,Los Angeles,32.4,25.5,6.9,0.2,31.7,3.4
6041112202,35.56,69.43,65-70%,4217,Marin ,61.4,23.1,1.4,0.1,11.9,2.1
6071003611,35.56,69.42,65-70%,4575,San Bernardino,76.2,6.2,10.9,0.2,5.3,1.2
6037482600,35.56,69.4,65-70%,6866,Los Angeles,25.3,8,0.3,0.1,64.2,2
6085503217,35.54,69.39,65-70%,4512,Santa Clara,66.7,3.7,3,0.3,25.1,1.2
6037480903,35.51,69.38,65-70%,3206,Los Angeles,32.3,10.4,1.6,0.3,54.6,1
6001425102,35.5,69.37,65-70%,2807,Alameda ,7.4,35.1,14.8,0.2,37.8,4.7
6037576601,35.49,69.35,65-70%,4399,Los Angeles,25.8,48.8,13.6,0.5,7.5,3.8
6037119900,35.49,69.34,65-70%,4940,Los Angeles,64,11.7,1.3,0.1,21.3,1.6
6037571704,35.49,69.33,65-70%,4107,Los Angeles,59.6,7,16.2,0.3,15,1.9
6067009639,35.47,69.32,65-70%,3554,Sacramento ,19.1,21.5,16.7,0.2,37.3,5.2
6071002705,35.46,69.3,65-70%,5513,San Bernardino,56.6,17.5,19.8,0.4,3.4,2.2
6037123700,35.46,69.29,65-70%,4114,Los Angeles,29.5,56.7,3.1,0.1,7.9,2.8
6077003109,35.46,69.28,65-70%,5630,San Joaquin,32.1,49.8,7.5,0.7,6.1,3.8
6107003801,35.43,69.26,65-70%,3077,Tulare ,58.6,36.1,0.5,0.8,2.5,1.4
6059074803,35.42,69.25,65-70%,9053,Orange ,77.8,4.6,0.9,0.1,16.1,0.5
6067001300,35.42,69.24,65-70%,3005,Sacramento ,17.1,66.7,5.6,0.8,5.9,3.8
6019005606,35.4,69.23,65-70%,3847,Fresno ,22.9,61,1.9,1,10.5,2.7
6073010110,35.4,69.21,65-70%,7298,San Diego,63.5,11.9,3.1,0.1,18.7,2.7
6099000201,35.4,69.2,65-70%,5908,Stanislaus ,18.8,76.9,0.4,0.8,0.8,2.3
6065046102,35.4,69.19,65-70%,2027,Riverside ,67.6,18.6,10.7,0.7,1.1,1.3
6067002700,35.4,69.18,65-70%,3383,Sacramento ,31.1,32.2,24.9,0.5,6,5.4
6037113234,35.39,69.16,65-70%,4667,Los Angeles,55,23.8,3.4,0.2,15.7,1.8
6037235100,35.38,69.15,65-70%,4520,Los Angeles,18.9,4.2,71,0.1,1.8,4
6037602404,35.36,69.14,65-70%,5863,Los Angeles,58.2,9.8,18.5,0.1,11.3,2.1
6037540201,35.36,69.13,65-70%,2370,Los Angeles,96.7,1.3,0.9,0.4,0.4,0.3
6037407301,35.35,69.11,65-70%,4828,Los Angeles,82.3,6.5,1.4,0.2,8.9,0.7
6075022802,35.35,69.1,65-70%,2099,San Francisco,31.5,39.8,5.1,0.7,19.2,3.7
6053014601,35.35,69.09,65-70%,5232,Monterey ,77.6,17.3,0.5,0.3,2.9,1.5
6081610202,35.34,69.08,65-70%,2429,San Mateo,40.5,30.8,10.6,0.5,12.9,4.8
6031001500,35.34,69.06,65-70%,4619,Kings ,74.3,18.8,3.3,0.5,1.8,1.3
6037207900,35.33,69.05,65-70%,4163,Los Angeles,24,27.8,7.7,0.2,37.6,2.7
6037293304,35.32,69.04,65-70%,4178,Los Angeles,63,15.2,7.1,0.2,12.3,2.3
6059063701,35.32,69.03,65-70%,6266,Orange ,77.7,16.4,1,0.2,3.7,1.1
6065042406,35.31,69.01,65-70%,4150,Riverside ,56.6,23.2,13.8,0.1,3.7,2.6
6047000402,35.31,69,65-70%,8071,Merced ,21.3,74.7,0.3,0.3,1.4,2
6037600702,35.31,68.99,65-70%,4191,Los Angeles,18.4,2,75.6,0.2,1.2,2.6
6037572400,35.29,68.97,65-70%,1152,Los Angeles,37.8,5.1,31.6,0.3,23.1,2
6071025100,35.26,68.96,65-70%,1688,San Bernardino,19.9,52,1.1,22,0.5,4.4
6037113421,35.26,68.95,65-70%,6109,Los Angeles,52,23.1,8.7,0.2,13.3,2.6
6059088001,35.25,68.94,65-70%,5004,Orange ,35.8,25.9,1.4,0.2,34.9,1.9
6075025702,35.25,68.92,65-70%,4665,San Francisco,24.5,10,2.1,0.2,61.8,1.3
6037310400,35.25,68.91,65-70%,3379,Los Angeles,23.7,61,1,0.2,10.9,3.3
6071000501,35.24,68.9,65-70%,6785,San Bernardino,58.7,27.4,2.3,0.2,9.9,1.6
6065040812,35.23,68.89,65-70%,3480,Riverside ,36.9,59.2,1,0.3,1.2,1.4
6029004401,35.22,68.87,65-70%,7308,Kern ,79.6,16.3,2.1,0.5,0.7,0.8
6037900701,35.21,68.86,65-70%,5289,Los Angeles,39.6,33.4,20.3,0.4,2.5,3.8
6037119400,35.21,68.85,65-70%,4987,Los Angeles,81.8,7.7,1.3,0.3,7.6,1.3
6037432902,35.2,68.84,65-70%,3482,Los Angeles,39.9,7.4,0.3,0.1,51.4,0.8
6037195901,35.2,68.82,65-70%,2235,Los Angeles,38.1,43.9,3.9,0.3,10.8,3
6037211120,35.19,68.81,65-70%,5194,Los Angeles,27.6,6.1,3.9,0.1,60.7,1.6
6037132502,35.18,68.8,65-70%,3672,Los Angeles,40,43.5,3.4,0.1,9.4,3.4
6007003002,35.18,68.79,65-70%,3531,Butte ,12.8,59.9,3.4,4,13.5,6.3
6065040901,35.17,68.77,65-70%,6516,Riverside ,47.3,27.3,8.3,0.5,13.8,2.8
6059074102,35.17,68.76,65-70%,6819,Orange ,84.4,4.2,0.9,0.1,10.2,0.4
6099002803,35.17,68.75,65-70%,2866,Stanislaus ,26,64.5,3.2,1,3.6,1.7
6037106649,35.16,68.74,65-70%,2853,Los Angeles,63.9,9.6,3.7,0.3,21,1.5
6013307202,35.16,68.72,65-70%,3933,Contra Costa,46.2,14.1,29.6,0.3,5.9,4
6037115202,35.16,68.71,65-70%,4828,Los Angeles,33.2,36.6,6.3,0.3,20,3.6
6071007408,35.14,68.7,65-70%,4181,San Bernardino,60,16,17.5,0.5,4,1.9
6081610500,35.14,68.68,65-70%,4963,San Mateo,80.9,12.5,1.1,0.2,4.3,1
6037208501,35.14,68.67,65-70%,2656,Los Angeles,44.4,4.6,1.7,0.2,47,2.1
6113010201,35.14,68.66,65-70%,2538,Yolo ,27.6,61.5,1.3,1.3,5,3.2
6075023003,35.13,68.65,65-70%,4093,San Francisco,23.5,6.9,24.8,0.1,42.4,2.3
6021010400,35.12,68.63,65-70%,7636,Glenn ,30.9,60,0.9,1.8,4.4,2
6067004100,35.1,68.62,65-70%,5015,Sacramento ,32.8,17.7,15.5,0.6,28.5,4.9
6037701701,35.09,68.61,65-70%,3196,Los Angeles,15.9,64,2.8,0.1,12.4,4.8
6037502901,35.08,68.6,65-70%,5413,Los Angeles,78.6,15.2,0.7,0.2,3.8,1.5
6071002305,35.07,68.58,65-70%,10725,San Bernardino,62.5,16.6,10.6,0.2,8.3,1.9
6037132900,35.06,68.57,65-70%,3461,Los Angeles,22.1,62,2.9,0.4,8,4.4
6013316000,35.06,68.56,65-70%,1483,Contra Costa,20.9,52.3,18.8,0.8,3.5,3.6
6059087703,35.06,68.55,65-70%,6246,Orange ,56.4,19.6,0.7,0.2,21,2.2
6077005303,35.04,68.53,65-70%,4694,San Joaquin,57,32.6,4.3,0.5,3,2.6
6073016617,35.02,68.52,65-70%,3102,San Diego,19.1,71,2.3,0.7,3.8,3.1
6037212305,35.02,68.51,65-70%,2865,Los Angeles,74.5,3.5,3.6,0.1,17.2,1.1
6001402600,35,68.5,65-70%,1151,Alameda ,5.7,11.3,29.5,0.3,50.7,2.4
6077004102,34.99,68.48,65-70%,8072,San Joaquin,25.9,28.5,6.6,0.3,35.5,3.2
6037211804,34.98,68.47,65-70%,3221,Los Angeles,23.4,6,4,0,64.7,1.8
6075026401,34.98,68.46,65-70%,4044,San Francisco,19.7,4.2,9.9,0.2,64.4,1.7
6081611800,34.98,68.44,65-70%,4433,San Mateo,63.1,1.8,20.8,0.1,12,2.2
6039000604,34.97,68.43,65-70%,5467,Madera ,89.5,6.3,2.6,0.5,0.4,0.7
6047001004,34.96,68.42,65-70%,3968,Merced ,35.5,42.4,10.9,0.5,7.7,2.9
6075061400,34.96,68.41,65-70%,5395,San Francisco,16.9,46.2,16.4,0.4,15.6,4.5
6067007004,34.95,68.39,65-70%,7533,Sacramento ,43.2,21.5,17.3,0.4,12.8,4.8
6065042744,34.94,68.38,65-70%,3726,Riverside ,56.5,39.8,0.8,0.9,0.3,1.6
6037702803,34.94,68.37,65-70%,2963,Los Angeles,43.6,42,3.2,0,8.1,3.2
6065040904,34.93,68.36,65-70%,3655,Riverside ,64.3,25.3,3.3,0.9,4.7,1.6
6059011722,34.93,68.34,65-70%,2363,Orange ,28.1,50.1,2.9,0.5,17.1,1.3
6037406602,34.93,68.33,65-70%,4973,Los Angeles,63.7,14,3.1,0,18.1,1.1
6059089105,34.93,68.32,65-70%,6387,Orange ,87.8,1.4,0.1,0,10.3,0.2
6037480803,34.9,68.31,65-70%,3464,Los Angeles,58.9,13,1,0,25.2,1.9
6111004716,34.9,68.29,65-70%,4476,Ventura ,80,6.6,1,0,11.4,1
6001405901,34.89,68.28,65-70%,3910,Alameda ,40,2.9,13.6,0.5,40.7,2.3
6037131702,34.89,68.27,65-70%,3751,Los Angeles,53.1,27.2,5.3,0.1,12.8,1.5
6037189102,34.89,68.26,65-70%,3096,Los Angeles,11.3,71.5,2,0.2,11.8,3.2
6037134101,34.88,68.24,65-70%,4922,Los Angeles,41.1,26.4,3.6,0.1,25.9,2.9
6037199300,34.88,68.23,65-70%,3848,Los Angeles,67.2,17.1,2.7,0.5,10.4,2.2
6037201503,34.88,68.22,65-70%,3323,Los Angeles,91.8,2.6,0.3,0,4.9,0.4
6073012402,34.88,68.21,65-70%,5445,San Diego,68.6,19.2,4.7,0.3,4.8,2.4
6013314200,34.87,68.19,65-70%,6482,Contra Costa,69.1,19.6,3.5,0.2,5.3,2.3
6065040606,34.87,68.18,65-70%,3329,Riverside ,77.1,20.6,0.9,0.2,0.4,0.7
6059086901,34.87,68.17,65-70%,8725,Orange ,50.1,23.7,4.3,0.3,19.2,2.5
6029006301,34.86,68.15,65-70%,4004,Kern ,90.1,7.9,0.4,0.2,0.7,0.6
6037107020,34.85,68.14,65-70%,5404,Los Angeles,85.3,5.6,1,0.4,6.4,1.3
6053001300,34.85,68.13,65-70%,2548,Monterey ,79.6,12.2,2.3,0.7,3.7,1.6
6065042509,34.85,68.12,65-70%,3193,Riverside ,64.9,18.6,9.9,0.1,4.4,2.1
6085503204,34.84,68.1,65-70%,8175,Santa Clara,55.7,7.9,3.1,0.2,31.6,1.5
6107000402,34.84,68.09,65-70%,7002,Tulare ,74.6,21.1,0.2,0.3,2.7,1.1
6037407400,34.83,68.08,65-70%,2133,Los Angeles,52.8,7.7,3.4,0.2,34.3,1.5
6065040202,34.83,68.07,65-70%,2821,Riverside ,48.7,42.3,4.2,0.6,2.3,1.8
6037551000,34.81,68.05,65-70%,7200,Los Angeles,63.8,23.9,1.8,0.1,9,1.4
6037189902,34.81,68.04,65-70%,4971,Los Angeles,10.3,75.9,4.1,0.2,6.1,3.5
6037900806,34.81,68.03,65-70%,3620,Los Angeles,34.3,31.5,27.3,0.9,2.2,3.8
6071000113,34.8,68.02,65-70%,11112,San Bernardino,50.6,27,2.7,0.4,17.1,2.3
6037702600,34.8,68,65-70%,6069,Los Angeles,17.8,53.1,5,0.2,18.4,5.4
6077004402,34.8,67.99,65-70%,4998,San Joaquin,36,51.3,0.9,0.6,8.2,2.9
6107002008,34.79,67.98,65-70%,2769,Tulare ,45.3,46.4,3.8,0.8,1.6,2.1
6037117202,34.78,67.97,65-70%,2471,Los Angeles,36.9,31,4.5,0.1,25.2,2.3
6037201200,34.78,67.95,65-70%,2519,Los Angeles,89.3,3,0.4,0.1,6.9,0.2
6059087103,34.78,67.94,65-70%,8470,Orange ,44,25.5,2.1,0.4,25.9,2
6037501300,34.78,67.93,65-70%,7238,Los Angeles,74.2,21.7,0.5,0.2,2.2,1.2
6001406500,34.76,67.92,65-70%,5930,Alameda ,44,8.5,19.7,0.5,24.5,2.9
6037910403,34.76,67.9,65-70%,2235,Los Angeles,77.4,9.1,11.1,0,0.8,1.6
6059074806,34.75,67.89,65-70%,5057,Orange ,94.3,1.2,1.7,0.1,2.5,0.1
6077003217,34.73,67.88,65-70%,3201,San Joaquin,33.9,19,19.3,0.2,22.8,4.9
6037212410,34.72,67.86,65-70%,3903,Los Angeles,47.8,6.4,3.3,0.1,41.2,1.2
6037134103,34.71,67.85,65-70%,4193,Los Angeles,42,33.5,4.7,0.1,17.7,2
6065041904,34.7,67.84,65-70%,4786,Riverside ,41.2,48,2.1,0.7,5.7,2.3
6019004409,34.7,67.83,65-70%,3486,Fresno ,32,54.2,4,0.7,6.1,3
6037218110,34.7,67.81,65-70%,3453,Los Angeles,54.6,5.6,23.2,0.1,14.5,1.9
6077005307,34.69,67.8,65-70%,3214,San Joaquin,45.5,34.5,6.3,0.5,8.6,4.6
6059086305,34.68,67.79,65-70%,4006,Orange ,42.3,38.4,1.2,0.2,16.6,1.3
6037134303,34.68,67.78,65-70%,5057,Los Angeles,35.3,42.4,3,0.2,15.6,3.6
6059052410,34.68,67.76,65-70%,5403,Orange ,29.1,53.4,1.4,0.4,13.4,2.4
6085503207,34.67,67.75,65-70%,3938,Santa Clara,19.7,7.5,2.6,0.2,68.9,1
6001427200,34.67,67.74,65-70%,4107,Alameda ,14.4,39.4,5.3,0.6,34.7,5.6
6007001000,34.67,67.73,65-70%,4801,Butte ,15.7,77.1,1.2,0.8,1.6,3.6
6101050501,34.66,67.71,65-70%,6182,Sutter ,23,36.4,1.8,1.2,32.9,4.7
6019001412,34.63,67.7,65-70%,2790,Fresno ,32.7,38.5,3.7,0.7,22.1,2.4
6065031501,34.62,67.69,65-70%,7387,Riverside ,46.1,40.5,5.5,0.5,4.1,3.2
6037212610,34.62,67.68,65-70%,4074,Los Angeles,33,8.1,5,0,52.1,1.8
6073014803,34.61,67.66,65-70%,4690,San Diego,16.3,65.7,5.9,0.3,7.4,4.3
6037311100,34.6,67.65,65-70%,3897,Los Angeles,39.1,45.7,1.8,0.3,10.8,2.3
6071010014,34.59,67.64,65-70%,4800,San Bernardino,66.1,23.6,6.5,0.5,1.4,2
6067007403,34.59,67.63,65-70%,4537,Sacramento ,28.7,50,9.3,0.8,5.4,5.8
